51;54;50;(-9.389654931050818e-05+0j);111.00009389654932;671221253050949436468860796800000;671221253050949436468860796799778;0.0;333.0
32;33;31;(0.00018484278341208176+0j);443.9998151572166;488193753299564298240000000000;488193753299564298239999999445;0.0;666.0
